CRH1-006A
M0 732.4,72.83,575.1,6.7,27.6,423.5,636.6,69.32,88.47,973.3,53.29,152.1
M1 383.2,397.9,32.89,334.6,14.29,504.5,177.6,60.42,74.85,519.2,184.0,48.3
M2 88.94,73.05,96.96,645.7,67.77,92.54,281.2,934.8,47.48,290.8,691.6,66.69
M3 9.59,492.4,559.0,428.5,952.8,84.85,925.9,36.83,29.48,866.8,972.5,97.3
M4 212.4,93.06,96.6,30.51,47.86,58.61,391.0,235.0,62.18,708.5,88.6,978.7
M5 845.9,806.8,78.69,68.83,545.4,864.8,359.5,93.24,196.4,40.83,51.67,649.0
M6 350.0,940.7,402.2,56.04,30.09,494.0,745.2,9.55,760.4,807.1,802.8,583.7
M7 522.3,55.77,31.29,85.39,680.4,156.5,78.0,403.2,426.3,83.55,59.8,98.2
M8 84.02,15.75,38.12,784.9,36.95,61.25,17.4,43.28,88.55,668.8,373.7,58.51
M9 30.48,504.5,31.25,330.8,769.8,65.5,935.4,472.8,28.96,98.27,63.39,44.18

CRH2-122B
M0 56.46,700.8,64.2,85.53,437.9,662.5,454.4,669.4,49.5,76.7,183.1,465.9
M1 30.29,125.5,632.7,659.4,69.74,58.26,14.88,318.1,92.9,293.3,964.4,844.5
M2 91.51,318.6,85.88,98.62,6.12,624.1,427.6,51.14,655.8,436.8,16.1,41.72
M3 250.2,65.09,828.5,72.2,764.6,85.91,374.7,731.7,842.2,62.99,648.5,17.13
M4 67.14,851.6,804.2,721.4,9.0,321.1,143.8,313.3,29.32,26.72,499.6,999.2
M5 876.1,16.75,99.8,33.74,26.13,42.9,18.89,10.1,78.34,395.6,78.3,827.3
M6 833.8,94.4,558.5,35.86,50.42,80.36,96.3,184.6,109.8,4.2,307.4,16.09
M7 82.39,259.9,224.9,14.82,40.56,14.67,65.1,377.7,66.94,17.88,97.02,992.9
M8 90.83,14.5,19.97,33.65,958.1,494.5,851.1,238.4,969.2,804.5,389.5,89.75
M9 239.1,902.6,68.66,95.07,65.07,91.73,888.5,97.36,36.13,38.86,54.15,96.84
M10 389.1,581.3,65.7,358.7,65.97,312.3,631.2,635.2,887.7,930.6,584.9,72.3
M11 39.61,568.6,73.67,87.16,60.29,41.95,88.44,67.87,44.35,59.41,93.08,66.7
M12 43.65,5.53,66.22,285.3,45.25,238.1,66.52,324.9,497.7,225.7,347.3,179.6
M13 987.3,76.87,52.08,4.21,48.4,13.4,900.6,30.96,37.02,532.7,170.7,655.7
M14 99.37,14.38,982.0,6.69,22.31,39.4,357.2,638.3,53.32,95.93,50.02,7.74
M15 942.9,487.1,933.7,674.0,834.1,6.63,22.17,958.7,60.13,0.34,272.4,39.81

CRH1-006A
M0 840.7,547.1,36.44,24.89,4.7,11.6,58.77,13.06,583.2,883.8,351.8,96.62
M1 90.51,22.7,97.69,687.6,599.1,98.69,152.8,50.49,598.2,10.77,229.4,60.11
M2 330.6,97.34,88.46,824.7,397.8,68.39,70.38,330.3,610.7,58.98,602.7,141.3
M3 725.3,63.22,82.47,29.56,602.7,42.42,45.42,575.0,80.13,555.9,999.6,817.7
M4 80.41,30.06,621.4,463.4,179.3,76.07,0.74,29.41,981.2,50.26,729.8,296.6
M5 607.4,898.4,15.8,194.8,14.42,71.86,647.3,48.13,95.94,0.04,774.5,708.2
